r_custID,r_Inflightwifiservice,r_DepartureArrivaltimeconvenient,r_EaseofOnlinebooking,r_Gatelocation,r_Foodanddrink,r_Onlineboarding,r_Seatcomfort,r_Inflightentertainment,r_Onboardservice,r_Legroomservice,r_Baggagehandling,r_Checkinservice,r_Inflightservice,r_Cleanliness
565,4,4,2,4,2,5,4,4,4,4,4,5,4,3
566,0,4,0,5,2,4,4,2,2,2,2,4,2,5
567,4,2,4,4,5,4,5,4,4,4,4,3,4,3
569,1,1,1,1,5,4,5,4,4,4,4,5,4,3
570,1,1,1,5,3,1,3,3,4,4,5,5,4,3
571,3,3,3,3,3,5,5,5,5,5,5,4,5,3
572,3,3,3,3,4,3,3,4,3,2,3,2,4,4
573,4,4,4,4,4,4,5,4,4,4,4,3,4,4
574,5,3,5,2,4,5,4,4,5,2,4,5,5,4
575,3,3,3,3,4,5,5,4,4,4,4,3,4,3
576,2,2,2,4,3,2,3,3,3,4,5,4,5,3
579,5,5,5,5,3,5,4,4,4,4,4,5,4,3
580,3,3,3,3,4,5,4,5,5,5,4,3,5,5
581,4,0,4,4,5,4,1,5,5,5,4,4,5,5
582,2,2,2,5,4,2,2,4,3,5,4,5,5,4
583,1,1,1,1,5,5,4,5,5,5,4,5,5,4
585,1,1,4,1,2,4,4,4,4,4,5,3,4,3
587,2,2,2,2,5,5,4,5,5,5,5,4,5,3
588,1,1,1,1,3,5,4,5,5,5,5,3,5,4
590,3,3,3,3,2,5,4,4,4,4,4,4,4,5
591,0,0,0,3,3,5,5,2,2,3,3,4,2,3
594,1,1,1,1,5,4,4,5,5,5,4,4,5,3
598,2,2,3,2,4,4,5,5,5,5,5,5,5,3
599,1,1,1,1,2,4,4,5,5,4,4,4,5,5
600,5,5,5,5,5,4,4,5,5,5,4,5,5,4
601,0,0,0,2,2,4,4,3,3,3,3,5,3,4
602,1,1,1,1,4,5,5,5,5,5,5,5,5,3
604,3,3,3,3,4,5,4,5,5,5,5,3,5,4
605,1,1,1,1,3,5,5,5,5,5,5,4,5,5
606,3,4,4,4,2,4,4,2,2,2,3,4,2,3
608,4,4,2,4,5,4,5,5,3,4,4,3,5,5
610,3,3,3,3,5,5,4,5,5,3,4,4,4,5
611,5,5,5,5,3,4,4,5,5,5,4,5,5,4
612,4,4,2,4,2,4,4,5,5,5,5,5,5,3
613,5,5,5,5,3,5,5,5,5,5,5,3,5,4
614,3,3,3,3,2,3,2,2,3,2,5,4,4,2
616,2,2,2,4,1,2,1,1,5,3,5,3,5,1
617,1,1,1,1,2,3,3,2,2,2,1,2,2,3
619,5,5,5,5,2,4,5,5,5,5,5,4,5,3
620,3,3,3,3,5,4,5,5,5,5,4,4,5,3
622,4,4,4,4,4,4,5,5,5,5,5,4,5,3
623,2,2,2,1,1,2,1,1,3,3,4,5,5,1
624,2,2,2,2,2,4,4,4,4,4,4,5,4,3
625,1,1,1,1,5,4,5,4,4,4,4,3,4,3
626,0,0,0,4,5,5,4,2,2,2,2,4,2,4
627,2,2,2,2,5,4,4,5,5,5,5,4,5,3
628,5,5,5,5,3,4,4,4,4,4,4,4,4,5
629,3,3,3,3,3,3,3,3,5,3,4,4,5,3
631,0,4,0,1,5,4,4,4,4,4,4,4,4,3
633,5,5,5,5,4,4,4,4,4,4,5,5,4,5
634,5,5,5,5,4,5,5,5,5,5,5,4,5,5
636,5,5,5,5,4,4,4,4,4,4,4,3,4,3
637,4,0,4,4,1,4,1,1,5,4,4,5,4,1
638,5,5,5,5,2,4,5,4,4,4,4,5,4,5
640,0,0,0,4,4,5,5,3,3,3,3,3,3,4
641,3,3,3,3,1,4,4,3,3,3,3,4,3,4
642,1,1,1,1,2,5,5,4,4,4,5,4,4,3
643,2,4,2,2,3,4,5,5,5,5,5,3,5,3
644,0,4,0,3,5,5,4,5,5,5,5,5,5,5
645,4,4,4,4,3,4,5,4,4,4,4,4,4,3
646,0,0,0,4,5,4,4,3,3,3,3,3,3,4
647,4,4,4,4,2,5,5,5,5,5,5,4,5,3
648,3,0,3,2,2,3,2,2,5,2,4,4,5,2
650,4,4,5,4,4,4,4,2,2,2,2,4,2,5
653,4,4,4,2,2,4,2,2,3,2,4,3,5,2
654,1,1,1,1,5,5,5,5,5,3,5,5,5,5
656,4,4,4,3,3,4,3,3,3,2,4,4,5,3
657,2,2,2,2,5,4,4,2,2,1,2,3,2,1
658,1,1,1,1,5,4,5,4,4,4,4,5,4,4
659,5,5,5,5,5,4,4,4,4,4,4,3,4,4
660,5,5,5,5,5,4,4,4,4,4,5,4,4,3
661,3,3,3,3,5,5,4,4,4,4,5,3,4,3
663,4,4,4,4,3,5,5,4,4,4,4,5,4,5
664,1,1,1,1,3,5,4,5,5,4,5,4,5,5
665,1,1,1,1,5,5,5,5,5,5,5,4,5,4
666,3,0,3,4,4,3,2,4,5,2,4,4,5,4
667,1,1,1,1,4,5,5,5,5,5,5,4,5,4
668,0,5,0,4,5,4,5,1,1,1,1,4,1,4
669,3,3,3,3,3,4,4,4,4,4,5,3,4,4
670,1,1,1,4,5,1,5,5,1,1,4,2,4,5
671,1,0,1,1,4,1,4,4,4,5,5,5,4,4
672,4,4,4,4,5,4,4,4,4,4,4,5,4,3
673,4,4,2,4,2,4,5,4,4,5,4,3,4,5
675,3,3,3,3,4,4,4,5,5,5,4,4,5,5
676,2,2,2,2,2,4,5,4,4,4,4,3,4,3
677,1,5,1,2,4,1,2,4,3,4,4,5,4,4
678,5,1,5,5,4,4,4,4,4,4,5,4,4,5
679,1,1,4,1,4,4,5,4,4,4,4,5,4,5
681,3,2,4,2,3,4,4,1,1,1,3,4,1,1
682,2,2,2,2,1,2,1,1,3,2,4,3,4,1
683,3,3,3,3,2,5,5,5,5,5,5,5,5,3
684,2,1,1,1,1,1,2,1,4,3,4,4,3,1
685,2,4,4,4,5,4,3,2,2,2,2,1,2,1
687,3,3,5,3,4,4,4,4,5,3,4,4,4,4
688,1,1,1,1,2,4,4,4,4,4,4,5,4,4
689,0,4,0,1,3,4,4,3,3,3,3,4,3,4
690,0,4,0,4,5,5,5,4,4,4,4,4,4,4
691,2,2,2,4,1,2,1,1,4,3,5,3,5,1
692,2,5,3,4,5,3,5,5,3,2,4,3,4,5
694,5,5,5,5,4,4,4,4,4,5,4,4,4,4
695,1,4,1,5,3,1,1,3,5,2,4,4,4,3
696,1,5,1,3,4,1,4,4,4,3,4,5,4,4
697,4,4,4,4,3,5,5,5,5,5,5,5,5,3
698,3,4,2,2,0,1,3,0,3,2,4,3,3,0
699,4,4,4,4,4,4,4,4,4,4,4,5,4,3
700,2,2,2,2,4,5,5,3,3,4,3,5,3,3
702,4,4,4,4,3,5,4,5,5,5,4,4,5,4
703,2,2,2,3,4,2,4,4,5,5,4,5,4,4
704,0,1,1,4,2,5,4,3,3,3,3,4,3,3
705,3,1,1,1,2,2,3,5,5,4,3,1,5,2
706,1,1,1,1,2,4,4,5,5,5,4,5,5,3
707,4,4,4,3,4,4,4,4,3,4,5,5,4,4
709,4,4,4,4,4,4,5,5,5,5,4,3,5,5
710,4,4,4,4,4,5,4,5,4,4,5,4,4,4
711,4,4,4,4,5,5,5,4,2,5,5,5,4,5
712,4,4,4,4,2,5,4,4,4,4,5,3,4,5
713,2,3,3,3,2,4,3,2,2,2,2,3,2,4
714,4,4,4,3,3,4,3,3,5,5,4,3,5,3
715,4,4,4,4,2,4,5,5,5,5,5,4,5,4
716,2,2,2,3,1,2,1,1,2,4,4,2,4,1
717,2,2,2,2,2,4,5,5,5,5,5,5,5,4
718,2,2,2,5,4,2,2,4,3,5,4,4,5,4
720,1,1,1,1,2,5,4,5,5,5,5,4,5,4
721,2,3,3,3,5,2,5,5,3,2,4,3,5,5
722,2,2,2,2,3,5,4,5,5,5,5,5,5,5
723,3,3,3,4,5,3,5,5,3,2,4,4,5,5
724,2,2,4,2,1,2,2,1,1,1,2,2,1,4
725,1,5,0,2,3,0,3,3,5,4,4,3,5,3
727,4,4,4,4,3,5,4,5,5,5,4,4,5,4
728,4,4,4,4,5,4,5,5,2,1,4,2,4,5
729,2,2,2,4,3,2,3,3,3,5,5,3,4,3
730,1,1,1,1,3,4,5,4,4,4,4,5,4,4
732,1,2,5,2,1,3,3,2,2,2,1,4,2,1
733,0,0,0,3,3,5,5,4,4,3,3,3,4,3
734,2,2,2,1,4,2,4,4,5,3,4,4,4,4
735,2,2,2,2,2,5,5,4,4,4,4,4,4,5
736,2,2,2,3,3,2,3,3,4,3,3,3,4,3
739,2,2,2,4,1,2,1,1,4,2,5,3,4,1
741,1,1,1,4,4,1,4,4,4,2,4,3,4,4
742,2,5,5,5,1,3,2,1,1,2,2,1,1,3
743,0,0,0,4,5,5,4,1,1,1,1,4,1,3
744,1,1,1,1,3,4,5,3,3,4,3,3,3,4
749,3,3,3,3,3,4,4,4,4,4,4,5,4,3
750,4,4,4,4,3,4,4,4,4,4,5,4,4,3
751,0,4,0,4,3,0,3,3,4,3,4,3,5,3
752,0,4,0,2,4,5,4,3,3,3,3,5,3,4
754,3,3,3,3,4,5,5,5,5,5,4,5,5,3
755,4,5,4,4,3,5,5,5,5,4,4,3,5,3
756,1,1,1,1,4,5,5,5,5,5,5,4,5,5
757,3,3,3,4,5,3,5,5,3,2,3,3,3,5
758,4,4,4,2,2,4,2,2,3,3,5,3,4,2
759,0,0,0,1,2,0,2,2,3,3,4,4,5,2
760,1,1,1,3,2,1,2,2,5,2,4,5,4,2
763,3,3,3,3,2,4,5,4,4,4,5,4,4,3
764,4,4,4,4,4,4,4,5,5,5,5,4,5,3
765,4,4,3,4,3,4,4,4,4,4,4,5,4,4
766,1,1,1,1,2,5,5,4,4,4,4,3,4,3
767,3,3,3,3,5,4,4,3,3,3,3,2,3,2
768,3,2,2,2,4,4,3,3,3,3,3,3,3,3
769,4,4,4,4,2,4,4,4,4,4,4,5,4,5
770,1,3,3,3,2,2,3,2,2,2,1,1,2,1
771,3,3,5,3,3,5,5,5,5,5,5,3,5,3
774,2,2,2,2,3,4,5,4,4,4,4,3,4,4
775,3,1,1,1,5,3,2,3,3,3,3,3,3,4
776,3,3,3,3,5,5,5,3,3,4,3,3,3,4
777,0,0,0,5,4,5,4,3,3,3,3,5,3,4
778,1,1,1,1,3,2,2,3,3,3,1,4,3,1
779,1,1,1,1,4,5,5,4,4,4,4,3,4,3
780,0,4,0,1,2,5,5,5,5,5,5,5,5,5
781,3,3,3,3,2,4,4,5,5,5,5,3,5,5
782,5,0,0,3,1,0,1,1,5,5,4,4,5,1
784,3,0,3,1,5,3,5,5,5,4,4,3,5,5
785,4,4,4,4,4,4,4,4,5,5,5,4,5,4
786,1,4,1,4,4,1,4,4,2,2,3,3,4,4
787,4,4,4,4,3,4,5,4,4,5,4,3,4,4
789,3,1,3,3,3,5,5,5,5,5,5,4,5,5
791,3,4,3,4,4,3,4,4,1,4,3,4,4,4
794,0,0,1,4,2,1,3,2,3,2,4,3,4,2
795,3,2,2,3,5,3,5,5,1,4,2,2,3,5
798,2,2,2,3,5,2,5,5,1,3,4,4,4,5
799,1,1,1,1,2,5,5,5,5,5,5,4,5,4
800,3,3,3,2,3,3,2,3,1,2,3,4,2,3
801,2,2,2,2,2,5,5,5,5,5,5,4,5,3
802,2,3,3,3,4,4,4,2,2,2,2,2,2,2
804,2,2,2,4,2,2,2,2,3,3,4,1,3,2
805,1,5,5,5,3,3,3,1,1,1,1,2,1,4
806,3,3,3,3,1,3,3,3,3,3,3,1,3,4
807,4,4,4,4,5,4,5,5,2,4,4,1,3,5
808,4,4,1,4,3,5,5,4,4,4,5,3,4,3
809,2,1,1,1,2,2,3,2,2,2,2,2,2,1
810,3,1,3,3,3,3,3,3,2,5,3,3,3,3
811,1,1,1,1,2,4,5,5,5,5,5,5,5,3
812,2,3,2,3,2,2,2,2,1,4,3,4,3,2
813,2,2,2,4,3,2,3,3,4,3,4,4,4,3
815,0,4,0,5,4,4,4,4,4,4,4,3,4,3
816,0,0,0,1,3,4,5,2,2,5,5,5,2,5
817,1,1,1,1,3,4,5,5,5,5,4,3,5,5
819,3,3,3,3,3,5,4,4,4,4,5,3,4,3
820,2,2,2,4,2,2,2,2,3,4,4,3,4,2
821,2,3,3,3,3,4,4,2,2,2,2,4,2,3
823,1,1,5,1,2,5,5,5,5,5,5,4,5,3
825,0,0,0,3,3,4,4,5,5,4,4,3,5,4
826,2,5,5,5,3,1,2,2,2,2,2,4,2,4
827,3,3,3,3,5,4,4,5,5,5,5,3,5,4
828,4,4,4,4,3,4,5,4,4,4,4,5,4,4
829,3,4,4,4,3,4,3,2,2,2,3,3,2,4
830,3,3,3,3,3,3,3,3,3,1,4,1,4,3
831,1,1,1,3,3,1,3,3,1,3,3,3,2,3
832,1,3,3,3,3,4,4,2,2,2,1,1,2,3
834,2,4,2,3,5,2,5,5,2,1,4,3,3,5
836,3,5,5,5,1,4,3,2,2,2,3,2,2,3
837,1,3,3,3,3,2,2,4,4,4,1,2,4,3
839,2,5,5,5,5,3,3,2,2,3,2,2,2,1
840,2,1,1,1,5,3,3,2,2,2,2,3,2,4
841,3,2,2,2,4,3,4,3,3,3,3,2,3,4
842,0,5,0,1,4,4,5,5,5,5,5,5,5,3
843,3,2,3,2,3,3,3,3,4,2,3,4,3,3
844,4,4,4,4,3,5,4,4,4,4,4,4,4,3
845,2,2,2,2,5,5,4,4,4,4,4,4,4,3
847,3,3,2,3,2,5,5,5,5,5,4,3,5,4
848,3,5,5,5,5,3,4,2,2,3,3,1,2,1
849,3,1,4,1,5,3,4,3,3,3,3,4,3,1
852,2,3,1,3,3,2,2,1,1,1,2,4,1,3
854,5,0,5,4,3,5,5,3,5,2,4,4,5,3
855,0,1,1,2,4,5,5,1,1,1,1,4,1,4
856,2,2,2,2,1,4,3,2,2,2,2,2,2,1
857,4,4,4,4,2,4,4,4,4,4,4,4,4,4
858,1,5,3,5,4,4,4,3,3,3,1,3,3,3
859,3,3,3,3,3,4,5,4,4,4,4,4,4,5
860,3,5,5,5,4,4,4,3,3,4,3,3,3,2
861,2,0,2,1,4,2,2,4,5,5,4,3,5,4
862,0,5,0,2,2,4,4,2,2,2,2,3,2,4
863,2,2,2,4,3,2,3,3,3,5,5,5,4,3
864,3,3,3,3,3,3,3,3,3,4,4,3,4,3
866,2,4,4,4,5,3,4,2,2,2,2,4,2,3
867,1,5,5,5,5,3,3,3,3,3,1,2,3,1
871,1,1,1,1,1,1,1,1,1,2,3,3,4,1
872,1,4,4,4,2,3,4,1,1,2,1,1,1,4
873,2,2,2,2,2,5,5,5,5,5,5,4,5,5
875,2,5,5,5,2,2,2,2,3,2,4,1,3,2
876,4,3,5,3,4,5,4,4,1,1,4,4,4,4
877,4,4,4,1,5,4,5,5,3,4,4,4,5,5
878,4,4,4,1,2,4,2,2,5,2,5,5,4,2
879,4,5,5,5,5,3,3,4,4,4,4,4,4,1
880,4,4,4,4,5,4,4,4,4,4,4,4,4,4
881,3,2,2,3,1,3,1,1,1,1,3,2,3,1
882,4,4,4,4,2,4,5,4,4,4,4,4,4,4
883,2,3,3,3,2,2,2,2,3,2,3,4,2,2
884,3,3,5,3,3,4,4,3,3,3,3,5,3,3
885,3,3,3,3,3,4,4,5,5,5,5,4,5,4
886,2,1,1,1,3,2,1,2,2,2,2,1,2,3
887,2,2,2,2,5,4,4,4,4,3,2,3,4,1
888,4,3,3,3,4,3,4,4,4,4,4,1,4,3
889,2,1,2,3,2,2,5,2,3,2,3,2,4,2
890,1,2,2,2,3,3,4,2,2,2,1,4,2,4
891,1,1,1,1,3,4,5,4,4,4,5,5,4,3
892,2,2,2,4,3,2,3,3,4,5,4,2,4,3
893,1,1,1,4,2,1,2,2,1,3,4,1,4,2
894,4,3,4,4,4,4,3,4,1,1,3,2,4,4
895,4,2,4,2,5,4,4,4,4,4,4,4,4,2
896,1,2,2,2,3,2,2,1,1,1,1,3,1,1
899,4,4,4,4,1,3,4,2,2,2,4,3,2,1
900,1,4,4,4,1,2,2,1,1,1,1,2,1,1
901,3,3,3,3,2,3,2,2,2,1,4,4,3,2
902,1,1,1,3,4,1,1,4,1,3,4,2,3,4
903,3,3,3,2,5,3,2,5,3,4,2,4,3,5
904,3,1,1,1,2,3,4,3,3,2,3,2,3,2
905,3,3,3,3,1,3,1,1,2,3,4,1,4,1
906,3,4,4,4,5,3,3,3,3,3,3,1,3,1
910,2,3,3,3,4,4,4,1,1,1,2,1,1,4
911,1,4,1,4,4,1,4,4,4,1,3,2,3,4
912,1,1,1,1,3,4,4,5,5,5,5,4,5,4
913,3,3,3,3,3,5,4,5,5,5,5,3,5,5
915,5,0,5,2,2,5,2,2,5,5,4,5,4,2
916,5,5,5,3,4,5,4,4,4,4,4,3,4,4
919,1,3,1,3,2,1,2,2,1,3,4,3,3,2
921,2,5,5,5,3,4,4,2,2,2,2,1,2,1
922,3,4,3,4,1,3,3,3,3,3,3,1,3,4
923,3,2,2,2,5,4,4,2,2,1,3,3,2,3
924,1,5,5,5,2,3,4,2,2,2,1,2,2,4
925,3,3,3,4,5,3,5,5,1,4,3,1,3,5
926,4,5,5,5,0,1,4,0,2,4,4,3,4,0
928,3,3,3,3,4,3,4,4,1,2,3,1,3,4
929,4,4,4,4,5,4,4,5,5,5,5,3,5,3
930,1,2,1,3,4,1,4,4,3,1,4,2,4,4
931,2,2,2,2,5,3,2,2,2,2,2,2,2,1
932,2,2,2,3,1,2,1,1,2,3,4,2,4,1
934,2,2,2,4,3,2,3,3,3,3,5,4,4,3
935,2,2,2,2,4,4,5,4,3,2,5,3,4,4
936,4,4,4,4,4,4,4,5,5,5,4,3,5,4
937,2,5,5,5,3,4,3,2,2,2,2,1,2,3
938,2,2,2,2,5,4,3,2,2,2,2,2,2,2
939,3,3,3,3,2,3,2,2,4,5,3,3,3,2
940,1,1,1,1,1,1,1,1,5,4,4,4,5,1
943,3,3,3,3,5,4,5,4,4,5,4,5,4,3
944,2,4,4,4,2,3,4,2,2,2,2,3,2,3
945,3,1,1,1,4,4,4,3,3,3,3,4,3,4
946,4,1,1,1,2,3,3,2,2,2,4,3,2,4
947,2,1,1,1,5,2,2,2,2,2,2,4,2,3
949,1,4,4,4,5,3,3,3,3,4,1,1,3,2
950,2,2,2,1,1,2,1,1,3,1,2,1,1,1
952,0,0,0,3,4,5,4,4,4,4,4,3,4,4
953,3,4,4,4,1,4,4,1,1,2,3,3,1,1
954,2,4,4,4,2,3,3,3,3,3,2,1,3,2
955,2,1,1,1,3,2,3,3,1,2,2,3,2,3
956,1,4,0,3,4,0,4,4,2,2,3,3,3,4
957,2,2,2,2,4,4,4,4,5,3,5,4,4,4
959,4,4,4,4,5,4,4,4,4,4,4,2,4,2
960,0,4,0,2,5,4,4,2,2,2,2,4,2,3
962,1,5,5,5,1,4,4,1,1,1,1,2,1,1
963,0,4,0,2,2,5,4,5,5,5,5,3,5,5
964,1,1,1,1,1,4,4,3,3,3,1,3,3,4
965,2,1,1,4,3,1,3,3,3,4,3,1,3,3
966,2,2,2,2,4,4,4,4,4,5,4,3,5,4
967,3,3,3,3,5,3,3,3,3,3,3,3,3,3
968,3,3,3,3,1,3,3,3,3,3,3,2,3,2
969,3,3,3,3,3,2,2,3,4,4,4,2,4,2
970,2,2,2,2,2,4,4,5,5,5,4,3,5,4
971,2,4,2,4,2,2,2,2,3,2,4,4,3,2
973,2,2,2,2,4,4,3,2,2,2,2,4,2,2
974,1,1,1,3,5,1,4,5,2,3,4,3,4,5
975,1,2,1,4,2,1,2,2,2,3,4,3,3,2
976,1,0,0,3,3,3,2,4,4,0,4,1,4,4
977,1,4,4,4,4,2,2,1,1,1,1,3,1,2
978,5,4,4,4,4,4,4,4,4,4,5,4,5,4
979,2,2,2,2,3,5,5,4,4,4,5,3,4,5
980,1,5,5,5,1,3,3,2,2,2,1,4,2,4
981,2,4,4,4,2,3,3,4,4,4,2,4,4,3
982,3,3,3,3,4,4,4,4,3,2,1,1,4,4
983,4,4,4,4,2,1,2,5,5,5,5,4,5,3
985,2,3,2,2,1,2,1,1,2,1,5,5,5,1
986,5,5,5,5,4,3,1,5,5,5,5,3,5,1
987,5,3,3,3,5,5,5,5,1,2,2,3,4,5
989,3,5,5,5,1,4,3,4,4,3,4,2,4,4
990,4,4,4,4,4,4,4,4,1,1,3,1,2,4
991,5,2,2,2,5,5,5,5,4,1,4,1,3,5
992,5,1,5,5,4,2,4,4,4,4,4,2,4,5
994,3,3,3,3,2,4,1,4,4,4,5,5,4,4
995,3,4,4,4,3,4,3,3,4,5,3,2,3,3
996,1,4,1,4,1,3,3,2,5,2,5,3,5,3
997,5,4,4,4,5,5,5,5,3,4,2,1,5,5
998,3,4,4,4,3,3,3,3,4,2,2,1,1,3
999,4,4,4,4,4,4,4,5,5,5,5,1,5,3
1000,5,5,4,5,5,1,3,4,4,5,4,5,4,1
1001,5,2,2,2,5,5,5,5,1,3,2,2,4,5
1002,3,0,3,5,3,3,1,3,1,4,3,5,1,3
1004,2,2,2,2,4,4,4,4,1,1,2,5,4,4
1005,1,3,3,3,2,4,3,1,1,1,1,1,1,1
1007,3,5,3,3,1,2,2,5,5,5,5,4,5,4
1009,3,3,3,3,4,4,4,4,5,2,5,5,3,4
1010,1,1,1,1,5,1,1,5,5,5,4,5,5,5
1011,4,4,4,4,4,4,4,4,2,3,3,1,4,4
1012,3,3,3,3,1,1,1,5,5,5,5,5,5,2
1013,3,1,3,3,2,3,2,2,2,5,4,3,4,2
1015,5,5,5,5,5,1,5,4,4,4,5,1,4,1
1016,1,1,1,1,4,1,4,4,4,2,2,2,2,4
1018,5,5,3,5,4,5,2,5,5,5,3,5,5,3
1019,4,3,4,3,2,4,4,3,3,3,4,2,3,1
1020,1,0,1,2,3,1,3,3,1,1,2,1,3,3
1021,3,3,3,3,2,2,4,5,5,5,4,4,5,4
1022,2,4,2,3,2,2,2,2,2,4,4,4,4,2
1023,2,5,5,5,2,2,2,2,2,1,3,1,4,2
1024,3,1,1,1,2,4,3,3,3,3,3,3,3,3
1025,4,1,1,1,2,2,4,2,2,2,4,3,4,2
1027,4,1,4,3,3,4,3,3,1,4,1,3,4,3
1028,4,3,4,3,2,4,2,2,3,2,3,4,2,2
1029,2,2,2,2,3,2,2,4,4,4,4,2,4,5
1031,4,0,4,4,4,4,4,4,1,2,3,1,4,4
1032,3,2,2,2,3,4,3,1,1,2,3,3,1,1
1036,3,3,3,3,2,1,1,5,5,5,5,4,5,1
1037,5,3,3,3,2,2,2,1,1,1,5,1,1,1
1038,1,1,1,1,3,5,2,4,4,4,4,2,4,4
1039,1,0,1,3,5,1,5,5,2,1,1,5,3,5
1040,3,2,2,2,2,3,2,2,1,2,4,3,3,2
1041,4,5,5,5,5,3,4,4,4,4,4,2,4,1
1042,5,5,5,5,5,5,1,4,4,4,4,3,4,2
1044,3,0,4,2,3,4,3,3,1,5,2,3,3,3
1045,4,4,4,4,4,3,3,3,3,4,3,5,3,2
1046,3,1,3,3,4,3,4,4,1,2,3,2,4,4
1048,2,2,2,3,2,2,2,2,3,5,4,4,4,2
1049,5,5,5,5,4,2,1,5,5,5,3,4,5,4
1050,5,5,5,5,1,2,3,5,5,5,5,4,5,2
1051,0,4,0,2,3,0,3,3,4,2,5,1,5,3
1052,5,4,5,2,4,5,5,5,5,5,5,5,5,4
1054,5,4,3,1,2,3,2,2,5,3,5,5,5,2
1055,0,3,0,3,3,0,3,3,3,5,2,4,2,3
1057,5,1,5,4,4,3,4,1,1,5,1,2,1,4
1058,4,5,4,1,1,4,1,1,3,2,5,3,4,1
1059,2,2,0,3,4,0,4,4,2,3,3,3,3,4
1060,5,1,0,2,1,0,1,1,4,5,2,1,2,1
1063,0,2,0,3,5,0,5,5,4,1,3,3,4,5
1064,4,4,3,1,3,5,1,4,5,5,5,1,5,1
1065,3,1,3,2,4,3,3,1,1,3,1,1,1,1
1066,4,5,4,3,1,4,1,1,5,4,5,3,4,1
1067,4,3,4,2,4,4,4,4,5,4,3,4,4,4
1068,2,1,2,4,1,2,1,1,3,3,3,1,3,1
1069,5,5,5,3,3,5,4,4,4,5,2,5,4,3
1070,3,5,3,1,2,3,2,2,4,3,5,5,4,2
1071,3,5,3,4,3,3,3,3,3,5,4,3,5,3
1074,2,3,2,3,1,3,3,4,4,2,4,2,4,4
1075,2,5,2,1,5,2,5,5,3,3,4,3,4,5
1077,5,5,5,3,3,1,1,1,1,5,1,2,1,2
1078,4,3,4,1,3,4,3,3,1,3,5,5,4,3
1079,3,2,3,4,5,3,4,2,2,3,1,4,2,3
1080,3,4,0,2,0,2,2,4,3,3,2,2,2,2
1081,4,3,4,3,4,4,4,4,1,3,4,3,4,4
1082,3,2,3,2,4,3,4,4,1,2,2,1,2,4
1083,5,3,5,3,3,5,5,3,1,2,4,4,3,3
1084,3,4,3,2,5,4,4,3,3,3,3,3,3,4
1085,3,1,3,4,3,3,3,3,1,2,4,4,3,3
1086,2,5,2,5,2,4,4,3,3,2,3,4,3,5
1087,1,5,1,1,4,1,4,4,3,5,5,5,5,4
1088,2,4,0,1,4,0,5,4,1,4,3,3,3,4
1089,3,4,3,1,5,4,4,3,3,3,3,3,3,4
1091,3,4,3,1,5,3,5,5,3,4,5,4,4,5
1092,3,5,3,4,4,3,4,4,4,5,5,5,5,4
1094,4,4,4,3,4,5,5,5,5,4,4,3,5,5
1095,2,5,2,3,4,5,5,1,1,2,1,3,1,3
1096,3,3,3,5,5,3,5,5,1,4,2,3,1,5
1098,3,5,3,1,4,3,4,4,4,2,4,5,5,4
1100,2,4,2,5,5,2,5,5,4,1,2,4,1,5
1101,1,1,1,3,1,4,3,1,1,1,1,1,1,4
1102,2,4,2,3,5,2,5,5,3,2,4,2,4,5
1103,3,5,3,3,3,3,1,3,3,3,4,5,4,3
1104,2,1,4,4,5,4,5,5,2,4,3,3,4,5
1105,2,4,2,3,4,2,4,4,3,1,5,5,2,4
1106,2,3,2,3,1,2,1,1,5,5,3,1,2,1
1107,3,4,3,4,3,4,4,5,2,4,5,4,3,4
1108,3,3,3,5,1,2,2,1,1,3,1,4,1,5
1109,1,2,1,3,3,1,3,3,2,5,3,3,4,3
1110,3,3,3,2,1,3,4,1,1,1,2,3,1,1
1111,3,5,3,5,3,3,3,3,4,4,5,5,4,3
1113,3,4,3,3,5,3,5,5,3,3,4,5,5,5
1114,1,0,1,3,4,5,5,5,5,1,5,3,5,5
1115,3,5,3,3,1,3,1,1,3,5,5,3,1,1
1116,3,5,3,1,1,3,1,1,3,5,4,3,4,1
1120,2,4,2,1,1,2,2,1,3,5,4,4,5,1
1121,0,2,0,3,2,0,2,2,2,2,2,4,2,2
1122,3,4,3,3,5,3,5,5,2,1,4,2,2,5
1123,3,5,3,2,5,5,5,4,4,3,1,4,4,5
1126,1,2,0,4,2,0,1,2,1,3,4,2,3,2
1127,2,4,2,4,4,2,4,4,3,5,5,3,4,4
1128,4,4,4,1,1,4,1,1,5,2,5,4,5,1
1129,3,3,0,3,3,0,3,3,1,4,3,3,5,3
1130,1,2,1,3,4,1,4,4,1,3,4,1,4,4
1131,1,4,1,4,5,1,1,5,3,2,5,5,4,5
1132,1,4,1,4,3,1,3,3,5,2,5,4,5,3
1133,1,4,1,4,1,1,1,1,4,5,2,3,5,1
1134,4,5,4,1,1,4,1,1,4,2,4,5,5,1
1135,3,2,0,4,1,0,1,1,4,3,4,4,3,1
1136,3,4,3,3,2,3,2,2,3,2,2,1,3,2
1138,1,1,1,2,1,1,1,1,3,5,2,4,3,1
1139,4,0,4,3,5,4,5,5,2,4,4,3,4,5
1140,2,3,2,3,4,2,4,4,2,1,4,2,3,4
1141,5,5,5,2,2,5,2,2,3,4,4,1,2,2
1142,3,5,3,1,5,3,3,5,2,5,4,3,1,5
1143,4,5,4,2,2,4,2,2,3,3,5,5,5,2
